0.000000000000000000e+00,0.000000000000000000e+00
2.083333333333333218e-02,-5.375848309139694692e-01
4.166666666666666435e-02,-3.852368734206343959e-01
6.250000000000000000e-02,4.458266438583731173e-01
8.333333333333332871e-02,2.942848720313850919e-01
1.041666666666666574e-01,-4.782399244253703330e-01
1.250000000000000000e-01,-3.167529436558211842e-01
1.458333333333333148e-01,4.505597527304026073e-01
1.666666666666666574e-01,2.950053868355571041e-01
1.875000000000000000e-01,-4.441019717705838588e-01
2.083333333333333148e-01,-2.808594527017120868e-01
2.291666666666666574e-01,4.628290609750287388e-01
2.500000000000000000e-01,3.024999435387130120e-01
2.708333333333333148e-01,-4.505903880238086856e-01
2.916666666666666297e-01,-3.149066335213035472e-01
3.125000000000000000e-01,4.231496944796706572e-01
3.333333333333333148e-01,2.644343033140188481e-01
3.541666666666666297e-01,-4.052733672893005235e-01
3.750000000000000000e-01,-2.095884322692729285e-01
3.958333333333333148e-01,5.254703924879233767e-01
4.166666666666666297e-01,3.609083587905832502e-01
4.375000000000000000e-01,-3.904908076337534339e-01
4.583333333333333148e-01,-2.528800148678662651e-01
4.791666666666666297e-01,4.814729395452186367e-01
5.000000000000000000e-01,3.195152177492275314e-01
5.208333333333332593e-01,-4.290558201521985637e-01
5.416666666666666297e-01,-2.878355621347932214e-01
5.625000000000000000e-01,4.461471428947554330e-01
5.833333333333332593e-01,2.873205152254154626e-01
6.041666666666666297e-01,-4.585455432089009520e-01
6.250000000000000000e-01,-3.239544858328944343e-01
6.458333333333332593e-01,4.063133218681844738e-01
6.666666666666666297e-01,2.477601370142590298e-01
6.875000000000000000e-01,-4.959968719328440301e-01
7.083333333333332593e-01,-3.594039649878997267e-01
7.291666666666666297e-01,3.764300337635919647e-01
7.500000000000000000e-01,2.173295362444775947e-01
7.708333333333332593e-01,-3.711316941172171369e-01
7.916666666666666297e-01,-1.208750124727959729e-01
8.125000000000000000e-01,6.167782255354072873e-01
8.333333333333332593e-01,4.556883726290656966e-01
8.541666666666666297e-01,-2.951578067286000362e-01
8.750000000000000000e-01,-1.603257587327870937e-01
8.958333333333332593e-01,4.348087556089765826e-01
9.166666666666666297e-01,1.798972704864443273e-01
9.375000000000000000e-01,-5.732719547192637322e-01
9.583333333333332593e-01,-4.340189980164907979e-01
9.791666666666666297e-01,3.066123940904414980e-01
1.000000000000000000e+00,1.431349130141406079e-01
1.020833333333333259e+00,-3.884972669470005968e-01
