0.000000000000000000e+00,0.000000000000000000e+00
2.083333333333333218e-02,1.684847130174279262e-19
4.166666666666666435e-02,-3.309981171927953625e-05
6.250000000000000000e-02,-3.086064080128781556e-04
8.333333333333332871e-02,-6.789335095133474740e-04
1.041666666666666574e-01,-1.238396016663910817e-03
1.250000000000000000e-01,-2.284313441060486800e-03
1.458333333333333148e-01,-3.318016225383164843e-03
1.666666666666666574e-01,-4.738762797063072324e-03
1.875000000000000000e-01,-6.882057878631509147e-03
2.083333333333333148e-01,-9.182446514494121276e-03
2.291666666666666574e-01,-1.130060668352050532e-02
2.500000000000000000e-01,-1.397304312545848658e-02
2.708333333333333148e-01,-1.691783334113096046e-02
2.916666666666666297e-01,-1.923652177092869883e-02
3.125000000000000000e-01,-2.116653039304193865e-02
3.333333333333333148e-01,-2.341307629132523271e-02
3.541666666666666297e-01,-2.592041802791879290e-02
3.750000000000000000e-01,-2.807139152616804773e-02
3.958333333333333148e-01,-3.023918672061301494e-02
4.166666666666666297e-01,-3.375601394615299067e-02
4.375000000000000000e-01,-3.827559764369065781e-02
4.583333333333333148e-01,-4.131021912515921851e-02
4.791666666666666297e-01,-4.267027227425705671e-02
5.000000000000000000e-01,-4.507130726900003548e-02
5.208333333333332593e-01,-4.880851945079781734e-02
5.416666666666666297e-01,-5.139147024733600050e-02
5.625000000000000000e-01,-5.258915110574082646e-02
5.833333333333332593e-01,-5.501535054363090177e-02
6.041666666666666297e-01,-5.893715080173673321e-02
6.250000000000000000e-01,-6.185352455294648721e-02
6.458333333333332593e-01,-6.342748875480883064e-02
6.666666666666666297e-01,-6.552581855872065264e-02
6.875000000000000000e-01,-6.809332540453277849e-02
7.083333333333332593e-01,-6.861163726606576974e-02
7.291666666666666297e-01,-6.684772458335799805e-02
7.500000000000000000e-01,-6.547133014131639728e-02
7.708333333333332593e-01,-6.423196723341006997e-02
7.916666666666666297e-01,-6.138423013854198834e-02
8.125000000000000000e-01,-5.786863263338545837e-02
8.333333333333332593e-01,-5.577331501937861369e-02
8.541666666666666297e-01,-5.392588327925508518e-02
8.750000000000000000e-01,-4.961348086311957728e-02
8.958333333333332593e-01,-4.457257449813973454e-02
9.166666666666666297e-01,-4.120951485023170713e-02
9.375000000000000000e-01,-3.774323298499553114e-02
9.583333333333332593e-01,-3.216042216986115393e-02
